FEEDBACK_APP;FEEDBACK_VALUE;FEEDBACK_DATE;USER_ID;DATE;RTT;DOWNLOAD_LOSS_RATE;UPLOAD_LOSS_RATE;DOWNLOAD_JITTER;UPLOAD_JITTER;UDP_DOWNLOAD_THROUGHPUT;UDP_UPLOAD_THROUGHPUT;SKYPE___VOICE_CALL___MOS;YOUTUBE___VIDEO_PLAYBACK___P_720___MOS;NETWORK_CLASS;NETWORK_TYPE;MOBILE_GSM_CID;MOBILE_GSM_LAC;MOBILE_UMTS_PSC;MOBILE_OPERATOR;MOBILE_OPERATOR_COUNTRY_CODE;SIGNAL_STRENGTH_RSSI__dBm(0);SIGNAL_STRENGTH_LEVEL(0);IS_IN_AIRPLANE_MODE;IS_MOBILE_DATA_ENABLED;IS_ROAMING_DATA_ENABLED;IS_IN_NATIONAL_ROAMING;IS_IN_ROAMING;IS_WIFI_CONNECTED;SIGNAL_STRENGTH_RSSI__dBm(1);SIGNAL_STRENGTH_LEVEL(1);WIFI_SSID
YOUTUBE___GENERAL___MOS;1;2019-07-10 19:03:24.876000;cb37e0a5-814b-4d20-a5e4-7def1641e7b5;2019-07-10 19:03:40.957000;1.7976931348623157e+308;1;1;0;0;0;0;1;1;3G;HSUPA;6877843;1104;0;63601;et;-107;2;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-11 09:42:33.958000;547119ec-f0f8-4246-b8b6-db8a7c881e5c;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YOUTUBE___GENERAL___MOS;1;2019-07-11 14:37:31.998000;cd91e8ba-9a20-4753-8017-70dc3aac40ba;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SPOTIFY___GENERAL___MOS;1;2019-07-11 14:39:53.783000;cd91e8ba-9a20-4753-8017-70dc3aac40ba;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SPOTIFY___GENERAL___MOS;1;2019-07-11 14:39:53.783000;cd91e8ba-9a20-4753-8017-70dc3aac40ba;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YOUTUBE___GENERAL___MOS;4;2019-07-11 14:40:08.678000;cd91e8ba-9a20-4753-8017-70dc3aac40ba;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YOUTUBE___GENERAL___MOS;2;2019-07-11 14:40:39.450000;cd91e8ba-9a20-4753-8017-70dc3aac40ba;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YOUTUBE___GENERAL___MOS;4;2019-07-11 15:38:43.617000;547119ec-f0f8-4246-b8b6-db8a7c881e5c;2019-07-11 15:38:41.159000;183562874.6741573;0.10999999999999999;0;877432.6741573034;1190373.04;10005101.638591995;9299525.378005352;1;4;4G;LTE;270851;11212;-1;63601;et;-95;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;1;2019-07-11 17:58:17.289000;547119ec-f0f8-4246-b8b6-db8a7c881e5c;2019-07-11 18:00:47.968000;1.7976931348623157e+308;1;1;0;0;0;0;1;1;3G;HSPAP;6649329;1101;-1;63601;et;-94;4;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;1;2019-07-11 17:58:31.034000;547119ec-f0f8-4246-b8b6-db8a7c881e5c;2019-07-11 18:00:47.968000;1.7976931348623157e+308;1;1;0;0;0;0;1;1;3G;HSPAP;6649329;1101;-1;63601;et;-94;4;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;1;2019-07-11 17:58:40.098000;547119ec-f0f8-4246-b8b6-db8a7c881e5c;2019-07-11 18:00:47.968000;1.7976931348623157e+308;1;1;0;0;0;0;1;1;3G;HSPAP;6649329;1101;-1;63601;et;-94;4;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;1;2019-07-11 17:58:47.486000;547119ec-f0f8-4246-b8b6-db8a7c881e5c;2019-07-11 18:00:47.968000;1.7976931348623157e+308;1;1;0;0;0;0;1;1;3G;HSPAP;6649329;1101;-1;63601;et;-94;4;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;1;2019-07-11 17:58:59.191000;547119ec-f0f8-4246-b8b6-db8a7c881e5c;2019-07-11 18:00:47.968000;1.7976931348623157e+308;1;1;0;0;0;0;1;1;3G;HSPAP;6649329;1101;-1;63601;et;-94;4;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;1;2019-07-11 17:59:07.165000;547119ec-f0f8-4246-b8b6-db8a7c881e5c;2019-07-11 18:00:47.968000;1.7976931348623157e+308;1;1;0;0;0;0;1;1;3G;HSPAP;6649329;1101;-1;63601;et;-94;4;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;1;2019-07-11 17:59:13.090000;547119ec-f0f8-4246-b8b6-db8a7c881e5c;2019-07-11 18:00:47.968000;1.7976931348623157e+308;1;1;0;0;0;0;1;1;3G;HSPAP;6649329;1101;-1;63601;et;-94;4;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;1;2019-07-11 17:59:18.762000;547119ec-f0f8-4246-b8b6-db8a7c881e5c;2019-07-11 18:00:47.968000;1.7976931348623157e+308;1;1;0;0;0;0;1;1;3G;HSPAP;6649329;1101;-1;63601;et;-94;4;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;1;2019-07-11 17:59:25.728000;547119ec-f0f8-4246-b8b6-db8a7c881e5c;2019-07-11 18:00:47.968000;1.7976931348623157e+308;1;1;0;0;0;0;1;1;3G;HSPAP;6649329;1101;-1;63601;et;-94;4;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;1;2019-07-11 17:59:30.969000;547119ec-f0f8-4246-b8b6-db8a7c881e5c;2019-07-11 18:00:47.968000;1.7976931348623157e+308;1;1;0;0;0;0;1;1;3G;HSPAP;6649329;1101;-1;63601;et;-94;4;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;1;2019-07-11 17:59:47.064000;547119ec-f0f8-4246-b8b6-db8a7c881e5c;2019-07-11 18:00:47.968000;1.7976931348623157e+308;1;1;0;0;0;0;1;1;3G;HSPAP;6649329;1101;-1;63601;et;-94;4;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;1;2019-07-11 17:59:52.220000;547119ec-f0f8-4246-b8b6-db8a7c881e5c;2019-07-11 18:00:47.968000;1.7976931348623157e+308;1;1;0;0;0;0;1;1;3G;HSPAP;6649329;1101;-1;63601;et;-94;4;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;1;2019-07-11 17:59:59.086000;547119ec-f0f8-4246-b8b6-db8a7c881e5c;2019-07-11 18:00:47.968000;1.7976931348623157e+308;1;1;0;0;0;0;1;1;3G;HSPAP;6649329;1101;-1;63601;et;-94;4;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;1;2019-07-11 18:00:16.258000;547119ec-f0f8-4246-b8b6-db8a7c881e5c;2019-07-11 18:00:47.968000;1.7976931348623157e+308;1;1;0;0;0;0;1;1;3G;HSPAP;6649329;1101;-1;63601;et;-94;4;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;1;2019-07-11 18:00:32.750000;547119ec-f0f8-4246-b8b6-db8a7c881e5c;2019-07-11 18:00:47.968000;1.7976931348623157e+308;1;1;0;0;0;0;1;1;3G;HSPAP;6649329;1101;-1;63601;et;-94;4;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;1;2019-07-11 22:04:55.695000;547119ec-f0f8-4246-b8b6-db8a7c881e5c;2019-07-11 22:05:08.783000;1.7976931348623157e+308;1;1;0;0;0;0;1;1;UNKNOWN;UNKNOWN;;;;;;-117;2;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;3;2019-07-13 04:09:05.976000;620624f1-35df-4afd-b833-187ed7cba840;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YOUTUBE___GENERAL___MOS;2;2019-07-13 04:09:41.627000;620624f1-35df-4afd-b833-187ed7cba840;2019-07-13 04:09:06.785000;819056555.85;0;0;5565640.16;14065320.12;611303.5776959165;66521.67673686426;4;4;3G;HSPAP;6718019;1103;-1;63601;et;-81;5;False;True;True;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-13 04:09:50.461000;620624f1-35df-4afd-b833-187ed7cba840;2019-07-13 04:10:26.258000;387272411.34;0;0;1688884.48;5445869.78;2060552.3688522729;40583.92203388918;4;5;3G;HSPA;6738013;1103;-1;63601;et;-79;5;False;True;True;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;3;2019-07-13 04:10:00.050000;620624f1-35df-4afd-b833-187ed7cba840;2019-07-13 04:10:26.258000;387272411.34;0;0;1688884.48;5445869.78;2060552.3688522729;40583.92203388918;4;5;3G;HSPA;6738013;1103;-1;63601;et;-79;5;False;True;True;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;3;2019-07-13 04:10:10.466000;620624f1-35df-4afd-b833-187ed7cba840;2019-07-13 04:10:26.258000;387272411.34;0;0;1688884.48;5445869.78;2060552.3688522729;40583.92203388918;4;5;3G;HSPA;6738013;1103;-1;63601;et;-79;5;False;True;True;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;5;2019-07-13 04:10:19.944000;620624f1-35df-4afd-b833-187ed7cba840;2019-07-13 04:10:26.258000;387272411.34;0;0;1688884.48;5445869.78;2060552.3688522729;40583.92203388918;4;5;3G;HSPA;6738013;1103;-1;63601;et;-79;5;False;True;True;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-13 04:10:33.478000;620624f1-35df-4afd-b833-187ed7cba840;2019-07-13 04:10:26.258000;387272411.34;0;0;1688884.48;5445869.78;2060552.3688522729;40583.92203388918;4;5;3G;HSPA;6738013;1103;-1;63601;et;-79;5;False;True;True;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;5;2019-07-13 04:10:39.794000;620624f1-35df-4afd-b833-187ed7cba840;2019-07-13 04:10:26.258000;387272411.34;0;0;1688884.48;5445869.78;2060552.3688522729;40583.92203388918;4;5;3G;HSPA;6738013;1103;-1;63601;et;-79;5;False;True;True;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;5;2019-07-13 04:10:46.296000;620624f1-35df-4afd-b833-187ed7cba840;2019-07-13 04:10:26.258000;387272411.34;0;0;1688884.48;5445869.78;2060552.3688522729;40583.92203388918;4;5;3G;HSPA;6738013;1103;-1;63601;et;-79;5;False;True;True;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-13 04:13:55.575000;620624f1-35df-4afd-b833-187ed7cba840;2019-07-13 04:13:49.470000;869659386.1;0;0;3920312.28;13715749.96;1463208.8239366992;82827.62586042409;5;4;3G;HSPAP;6718019;1103;-1;63601;et;-75;5;False;True;True;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;3;2019-07-13 04:14:04.142000;620624f1-35df-4afd-b833-187ed7cba840;2019-07-13 04:13:49.470000;869659386.1;0;0;3920312.28;13715749.96;1463208.8239366992;82827.62586042409;5;4;3G;HSPAP;6718019;1103;-1;63601;et;-75;5;False;True;True;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-13 04:14:18.176000;620624f1-35df-4afd-b833-187ed7cba840;2019-07-13 04:13:49.470000;869659386.1;0;0;3920312.28;13715749.96;1463208.8239366992;82827.62586042409;5;4;3G;HSPAP;6718019;1103;-1;63601;et;-75;5;False;True;True;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;5;2019-07-13 04:15:22.821000;620624f1-35df-4afd-b833-187ed7cba840;2019-07-13 04:15:46.310000;232638745.75;0;0;900325.78;2231102.4;2345374.4196525128;86204.38660266159;5;5;3G;HSPAP;6718019;1103;-1;63601;et;-77;5;False;True;True;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;5;2019-07-13 04:15:39.467000;620624f1-35df-4afd-b833-187ed7cba840;2019-07-13 04:15:46.310000;232638745.75;0;0;900325.78;2231102.4;2345374.4196525128;86204.38660266159;5;5;3G;HSPAP;6718019;1103;-1;63601;et;-77;5;False;True;True;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;2;2019-07-13 10:18:27.772000;60902e68-2e7f-421b-b16f-7f11b9069e48;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YOUTUBE___GENERAL___MOS;2;2019-07-13 10:18:33.570000;60902e68-2e7f-421b-b16f-7f11b9069e48;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YOUTUBE___GENERAL___MOS;2;2019-07-13 10:18:38.034000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:18:37.363000;3303547790.17;0;0;11294340.32;27797712.96;110344.93846922588;32443.883769272128;4;2;3G;HSPAP;6718013;1103;-1;63601;et;-71;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;2;2019-07-13 10:18:43.647000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:18:37.363000;3303547790.17;0;0;11294340.32;27797712.96;110344.93846922588;32443.883769272128;4;2;3G;HSPAP;6718013;1103;-1;63601;et;-71;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;2;2019-07-13 10:18:54.062000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:18:37.363000;3303547790.17;0;0;11294340.32;27797712.96;110344.93846922588;32443.883769272128;4;2;3G;HSPAP;6718013;1103;-1;63601;et;-71;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;2;2019-07-13 10:19:07.540000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:18:37.363000;3303547790.17;0;0;11294340.32;27797712.96;110344.93846922588;32443.883769272128;4;2;3G;HSPAP;6718013;1103;-1;63601;et;-71;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;1;2019-07-13 10:19:12.390000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:18:37.363000;3303547790.17;0;0;11294340.32;27797712.96;110344.93846922588;32443.883769272128;4;2;3G;HSPAP;6718013;1103;-1;63601;et;-71;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;1;2019-07-13 10:19:17.278000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:18:37.363000;3303547790.17;0;0;11294340.32;27797712.96;110344.93846922588;32443.883769272128;4;2;3G;HSPAP;6718013;1103;-1;63601;et;-71;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;2;2019-07-13 10:19:21.992000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:18:37.363000;3303547790.17;0;0;11294340.32;27797712.96;110344.93846922588;32443.883769272128;4;2;3G;HSPAP;6718013;1103;-1;63601;et;-71;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;3;2019-07-13 10:19:27.368000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:20:10.199000;711805320.81;0;0;11950090.68;10529586.9;298356.1397813136;28789.340167967548;4;4;3G;UMTS;6718019;1103;-1;63601;et;-81;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-13 10:19:32.643000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:20:10.199000;711805320.81;0;0;11950090.68;10529586.9;298356.1397813136;28789.340167967548;4;4;3G;UMTS;6718019;1103;-1;63601;et;-81;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-13 10:19:37.952000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:20:10.199000;711805320.81;0;0;11950090.68;10529586.9;298356.1397813136;28789.340167967548;4;4;3G;UMTS;6718019;1103;-1;63601;et;-81;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-13 10:19:42.858000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:20:10.199000;711805320.81;0;0;11950090.68;10529586.9;298356.1397813136;28789.340167967548;4;4;3G;UMTS;6718019;1103;-1;63601;et;-81;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-13 10:19:47.741000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:20:10.199000;711805320.81;0;0;11950090.68;10529586.9;298356.1397813136;28789.340167967548;4;4;3G;UMTS;6718019;1103;-1;63601;et;-81;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-13 10:19:56.870000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:20:10.199000;711805320.81;0;0;11950090.68;10529586.9;298356.1397813136;28789.340167967548;4;4;3G;UMTS;6718019;1103;-1;63601;et;-81;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-13 10:20:02.246000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:20:10.199000;711805320.81;0;0;11950090.68;10529586.9;298356.1397813136;28789.340167967548;4;4;3G;UMTS;6718019;1103;-1;63601;et;-81;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-13 10:20:13.747000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:20:10.199000;711805320.81;0;0;11950090.68;10529586.9;298356.1397813136;28789.340167967548;4;4;3G;UMTS;6718019;1103;-1;63601;et;-81;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-13 10:20:19.103000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:20:17.330000;1.7976931348623157e+308;1;1;0;0;0;0;4;4;3G;HSPAP;6718019;1103;-1;63601;et;-70;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-13 10:20:44.041000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:20:17.330000;1.7976931348623157e+308;1;1;0;0;0;0;4;4;3G;HSPAP;6718019;1103;-1;63601;et;-70;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-13 10:20:48.470000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:20:17.330000;1.7976931348623157e+308;1;1;0;0;0;0;4;4;3G;HSPAP;6718019;1103;-1;63601;et;-70;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-13 10:20:58.766000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:20:17.330000;1.7976931348623157e+308;1;1;0;0;0;0;4;4;3G;HSPAP;6718019;1103;-1;63601;et;-70;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-13 10:21:41.286000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:21:57.436000;691863236.18;0;0;6319718.08;10314399.7;1309149.9459380321;32460.780974467405;4;4;3G;HSPAP;6718016;1103;-1;63601;et;-69;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-13 10:21:45.952000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:21:57.436000;691863236.18;0;0;6319718.08;10314399.7;1309149.9459380321;32460.780974467405;4;4;3G;HSPAP;6718016;1103;-1;63601;et;-69;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;3;2019-07-13 10:22:12.851000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:21:57.436000;691863236.18;0;0;6319718.08;10314399.7;1309149.9459380321;32460.780974467405;4;4;3G;HSPAP;6718016;1103;-1;63601;et;-69;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-13 10:22:25.467000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:21:57.436000;691863236.18;0;0;6319718.08;10314399.7;1309149.9459380321;32460.780974467405;4;4;3G;HSPAP;6718016;1103;-1;63601;et;-69;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;5;2019-07-13 10:24:01.157000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:25:02.217000;602972744.67;0;0;3300204.8;9215365.9;846263.2752396556;30646.45268148201;4;4;3G;HSPA;6718013;1103;-1;63601;et;-71;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;5;2019-07-13 10:24:06.788000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:25:02.217000;602972744.67;0;0;3300204.8;9215365.9;846263.2752396556;30646.45268148201;4;4;3G;HSPA;6718013;1103;-1;63601;et;-71;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;5;2019-07-13 10:24:15.951000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:25:02.217000;602972744.67;0;0;3300204.8;9215365.9;846263.2752396556;30646.45268148201;4;4;3G;HSPA;6718013;1103;-1;63601;et;-71;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;5;2019-07-13 10:24:21.225000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:25:02.217000;602972744.67;0;0;3300204.8;9215365.9;846263.2752396556;30646.45268148201;4;4;3G;HSPA;6718013;1103;-1;63601;et;-71;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;5;2019-07-13 10:24:26.636000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:25:02.217000;602972744.67;0;0;3300204.8;9215365.9;846263.2752396556;30646.45268148201;4;4;3G;HSPA;6718013;1103;-1;63601;et;-71;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;5;2019-07-13 10:24:26.636000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:25:02.217000;602972744.67;0;0;3300204.8;9215365.9;846263.2752396556;30646.45268148201;4;4;3G;HSPA;6718013;1103;-1;63601;et;-71;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-13 10:24:31.911000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:25:02.217000;602972744.67;0;0;3300204.8;9215365.9;846263.2752396556;30646.45268148201;4;4;3G;HSPA;6718013;1103;-1;63601;et;-71;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-13 10:24:37.338000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:25:02.217000;602972744.67;0;0;3300204.8;9215365.9;846263.2752396556;30646.45268148201;4;4;3G;HSPA;6718013;1103;-1;63601;et;-71;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-13 10:24:42.447000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:25:02.217000;602972744.67;0;0;3300204.8;9215365.9;846263.2752396556;30646.45268148201;4;4;3G;HSPA;6718013;1103;-1;63601;et;-71;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-13 10:24:50.323000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:25:02.217000;602972744.67;0;0;3300204.8;9215365.9;846263.2752396556;30646.45268148201;4;4;3G;HSPA;6718013;1103;-1;63601;et;-71;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-13 10:24:55.192000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:25:02.217000;602972744.67;0;0;3300204.8;9215365.9;846263.2752396556;30646.45268148201;4;4;3G;HSPA;6718013;1103;-1;63601;et;-71;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-13 10:25:54.878000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:26:45.399000;233617533.02;0;0;1286389.64;3982891.3;333648.83316549653;29159.99965526623;4;5;3G;HSPAP;6718019;1103;-1;63601;et;-67;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-13 10:25:59.527000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:26:45.399000;233617533.02;0;0;1286389.64;3982891.3;333648.83316549653;29159.99965526623;4;5;3G;HSPAP;6718019;1103;-1;63601;et;-67;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;3;2019-07-13 10:26:14.355000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:26:45.399000;233617533.02;0;0;1286389.64;3982891.3;333648.83316549653;29159.99965526623;4;5;3G;HSPAP;6718019;1103;-1;63601;et;-67;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;3;2019-07-13 10:26:14.355000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:26:45.399000;233617533.02;0;0;1286389.64;3982891.3;333648.83316549653;29159.99965526623;4;5;3G;HSPAP;6718019;1103;-1;63601;et;-67;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;5;2019-07-13 10:26:19.105000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:26:45.399000;233617533.02;0;0;1286389.64;3982891.3;333648.83316549653;29159.99965526623;4;5;3G;HSPAP;6718019;1103;-1;63601;et;-67;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;5;2019-07-13 10:26:23.704000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:26:45.399000;233617533.02;0;0;1286389.64;3982891.3;333648.83316549653;29159.99965526623;4;5;3G;HSPAP;6718019;1103;-1;63601;et;-67;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
